Disease,Disease ID,Disease Acronym
Pseudohypoaldosteronism 2C,DI-02228,PHA2C
Pseudohypoaldosteronism 2D,DI-03366,PHA2D
Pseudohypoaldosteronism 2E,DI-03367,PHA2E
Pseudohypoparathyroidism 1A,DI-02229,PHP1A
Pseudohypoparathyroidism 1B,DI-02817,PHP1B
Pseudohypoparathyroidism 1C,DI-02818,PHP1C
Pseudovaginal perineoscrotal hypospadias,DI-02230,PPSH
Pseudoxanthoma elasticum,DI-00959,PXE
Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency,DI-02234,PXEL-MCFD
Psoriasis 1,DI-02231,PSORS1
Psoriasis 11,DI-02669,PSORS11
Psoriasis 13,DI-03151,PSORS13
"Psoriasis 14, pustular",DI-03262,PSORS14
"Psoriasis 15, pustular",DI-04277,PSORS15
Psoriasis 2,DI-03462,PSORS2
Psoriasis 7,DI-02668,PSORS7
Psoriatic arthritis,DI-02697,PSORAS
"Psychomotor retardation, epilepsy, and craniofacial dysmorphism",DI-03405,PMRED
Pulmonary alveolar microlithiasis,DI-02232,PULAM
"Pulmonary disease, chronic obstructive",DI-01352,COPD
"Pulmonary fibrosis, and/or bone marrow failure, telomere-related, 1",DI-03500,PFBMFT1
"Pulmonary fibrosis, and/or bone marrow failure, telomere-related, 3",DI-04431,PFBMFT3
"Pulmonary fibrosis, and/or bone marrow failure, telomere-related, 4",DI-04430,PFBMFT4
"Pulmonary fibrosis, and/or bone marrow failure, telomere-related, 5",DI-05708,PFBMFT5
"Pulmonary fibrosis, idiopathic",DI-02670,IPF
"Pulmonary hypertension, neonatal",DI-03858,PHN
"Pulmonary hypertension, primary, 1",DI-00942,PPH1
"Pulmonary hypertension, primary, 2",DI-03835,PPH2
"Pulmonary hypertension, primary, 3",DI-03836,PPH3
"Pulmonary hypertension, primary, 4",DI-03837,PPH4
Pulmonary surfactant metabolism dysfunction 1,DI-00960,SMDP1
Pulmonary surfactant metabolism dysfunction 2,DI-00961,SMDP2
Pulmonary surfactant metabolism dysfunction 3,DI-00962,SMDP3
Pulmonary surfactant metabolism dysfunction 4,DI-00963,SMDP4
Pulmonary surfactant metabolism dysfunction 5,DI-03322,SMDP5
"Pulmonary venoocclusive disease 1, autosomal dominant",DI-02233,PVOD1
"Pulmonary venoocclusive disease 2, autosomal recessive",DI-04023,PVOD2
Purine nucleoside phosphorylase deficiency,DI-02081,PNPD
Pycnodysostosis,DI-00964,PKND
Pyle disease,DI-04785,PYL
Pyridoxine-5'-phosphate oxidase deficiency,DI-02235,PNPOD
Pyridoxine-dependent epilepsy,DI-02236,PDE
Pyrin-associated autoinflammatory disease,DI-05865,PAAND
Pyruvate carboxylase deficiency,DI-02237,PC deficiency
Pyruvate dehydrogenase E1-alpha deficiency,DI-02238,PDHAD
Pyruvate dehydrogenase E1-beta deficiency,DI-03205,PDHBD
Pyruvate dehydrogenase E2 deficiency,DI-02239,PDHE2 deficiency
Pyruvate dehydrogenase E3-binding protein deficiency,DI-01872,PDHXD
Pyruvate dehydrogenase phosphatase deficiency,DI-02240,PDP deficiency
Pyruvate kinase deficiency of red cells,DI-00965,PKRD
Pyruvate kinase hyperactivity,DI-02241,PKHYP
Quebec platelet disorder,DI-03256,QPD
"Question mark ears, isolated",DI-04053,QME
Rabson-Mendenhall syndrome,DI-02242,RMS
Radiohumeral fusions with other skeletal and craniofacial anomalies,DI-03424,RHFCA
Radioulnar synostosis with amegakaryocytic thrombocytopenia 1,DI-02243,RUSAT1
Radioulnar synostosis with amegakaryocytic thrombocytopenia 2,DI-04632,RUSAT2
"Radioulnar synostosis, non-syndromic",DI-05849,RUS
Rahman syndrome,DI-05023,RMNS
Raine syndrome,DI-02244,RNS
Rajab interstitial lung disease with brain calcifications,DI-05269,RILDBC
Rajab interstitial lung disease with brain calcifications 2,DI-05916,RILDBC2
RAPADILINO syndrome,DI-02245,RAPADILINOS
Rapp-Hodgkin syndrome,DI-00428,RHS
RAS-associated autoimmune leukoproliferative disorder,DI-03381,RALD
Raynaud-Claes syndrome,DI-04808,MRXSRC
Recurrent myoglobinuria mitochondrial,DI-02775,RM-MT
"Reducing body myopathy, X-linked 1A, severe, with infantile or early childhood onset",DI-02458,RBMX1A
"Reducing body myopathy, X-linked 1B, with late childhood or adult onset",DI-02435,RBMX1B
Refsum disease,DI-00966,RD
Regulator type Rh-null hemolytic anemia,DI-02251,RHN
Renal cell carcinoma,DI-02254,RCC
Renal cell carcinoma papillary,DI-01732,RCCP
Renal cell carcinoma Xp11-associated,DI-03249,RCCX1
Renal cysts and diabetes syndrome,DI-00967,RCAD
"Renal dysplasia, cystic",DI-03361,CYSRD
Renal glucosuria,DI-02255,GLYS
Renal hypodysplasia/aplasia 1,DI-02253,RHDA1
Renal hypodysplasia/aplasia 2,DI-04110,RHDA2
Renal hypodysplasia/aplasia 3,DI-05149,RHDA3
"Renal tubular acidosis, distal, autosomal dominant",DI-01207,AD-dRTA
"Renal tubular acidosis, distal, autosomal recessive",DI-01496,RTADR
"Renal tubular acidosis, distal, with hemolytic anemia",DI-01237,dRTA-HA
"Renal tubular acidosis, distal, with normal red cell morphology",DI-03438,dRTA-NRC
"Renal tubular acidosis, distal, with progressive nerve deafness",DI-01495,dRTA-D
"Renal tubular acidosis, proximal, with ocular abnormalities and mental retardation",DI-02226,pRTA-OA
Renal tubular dysgenesis,DI-02257,RTD
Renal-hepatic-pancreatic dysplasia 1,DI-02259,RHPD1
Renal-hepatic-pancreatic dysplasia 2,DI-03891,RHPD2
Renpenning syndrome 1,DI-02260,RENS1
Respiratory distress syndrome in premature infants,DI-02716,RDS
"Respiratory papillomatosis, juvenile recurrent, congenital",DI-05784,JRRP
Restless legs syndrome 6,DI-02843,RLS6
Restless legs syndrome 7,DI-02589,RLS7
Reticular dysgenesis,DI-02261,RDYS
Reticulate acropigmentation of Kitamura,DI-03962,RAK
Retinal arterial macroaneurysm with supravalvular pulmonic stenosis,DI-03265,RAMSVPS
Retinal cone dystrophy 4,DI-02262,RCD4
Retinal degeneration autosomal recessive clumped pigment type,DI-03088,RDCP
Retinal dystrophy and obesity,DI-04298,RDOB
Retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities,DI-04272,RDGCA
Retinal dystrophy with leukodystrophy,DI-05818,RDLKD
Retinal dystrophy with or without extraocular anomalies,DI-04885,RDEOA
Retinal dystrophy with or without macular staphyloma,DI-05024,RDMS
"Retinal dystrophy, early-onset, with or without pituitary dysfunction",DI-04439,RDEOP
"Retinal dystrophy, iris coloboma, and comedogenic acne syndrome",DI-02265,RDCCAS
"Retinal dystrophy, juvenile cataracts, and short stature syndrome",DI-04303,RDJCSS
Retinal macular dystrophy 2,DI-00968,MCDR2
Retinitis pigmentosa,DI-00969,RP
Retinitis pigmentosa 1,DI-00971,RP1
Retinitis pigmentosa 10,DI-00977,RP10
Retinitis pigmentosa 11,DI-00978,RP11
Retinitis pigmentosa 12,DI-00979,RP12
Retinitis pigmentosa 13,DI-00980,RP13
Retinitis pigmentosa 14,DI-00981,RP14
Retinitis pigmentosa 17,DI-00983,RP17
Retinitis pigmentosa 18,DI-00984,RP18
Retinitis pigmentosa 19,DI-00985,RP19
Retinitis pigmentosa 2,DI-00972,RP2
Retinitis pigmentosa 20,DI-00986,RP20
Retinitis pigmentosa 23,DI-04060,RP23
Retinitis pigmentosa 25,DI-00987,RP25
Retinitis pigmentosa 26,DI-00988,RP26
Retinitis pigmentosa 27,DI-00989,RP27
Retinitis pigmentosa 28,DI-02911,RP28
Retinitis pigmentosa 3,DI-00973,RP3
Retinitis pigmentosa 30,DI-00990,RP30
Retinitis pigmentosa 31,DI-00991,RP31
Retinitis pigmentosa 32,DI-05880,RP32
Retinitis pigmentosa 33,DI-02672,RP33
Retinitis pigmentosa 35,DI-00992,RP35
Retinitis pigmentosa 36,DI-02263,RP36
Retinitis pigmentosa 37,DI-00993,RP37
Retinitis pigmentosa 38,DI-03030,RP38
Retinitis pigmentosa 39,DI-00994,RP39
Retinitis pigmentosa 4,DI-00974,RP4
Retinitis pigmentosa 40,DI-03031,RP40
Retinitis pigmentosa 41,DI-00995,RP41
Retinitis pigmentosa 42,DI-02473,RP42
Retinitis pigmentosa 43,DI-03032,RP43
Retinitis pigmentosa 44,DI-03033,RP44
Retinitis pigmentosa 45,DI-02264,RP45
Retinitis pigmentosa 46,DI-00996,RP46
Retinitis pigmentosa 47,DI-03034,RP47
Retinitis pigmentosa 48,DI-03035,RP48
Retinitis pigmentosa 49,DI-03002,RP49
Retinitis pigmentosa 50,DI-01386,RP50
Retinitis pigmentosa 51,DI-02707,RP51
Retinitis pigmentosa 53,DI-02918,RP53
Retinitis pigmentosa 54,DI-02708,RP54
Retinitis pigmentosa 55,DI-02896,RP55
Retinitis pigmentosa 56,DI-02907,RP56
Retinitis pigmentosa 57,DI-02908,RP57
Retinitis pigmentosa 58,DI-02909,RP58
Retinitis pigmentosa 59,DI-03036,RP59
Retinitis pigmentosa 60,DI-03116,RP60
Retinitis pigmentosa 61,DI-03234,RP61
Retinitis pigmentosa 62,DI-03235,RP62
Retinitis pigmentosa 64,DI-03356,RP64
Retinitis pigmentosa 66,DI-03727,RP66
Retinitis pigmentosa 67,DI-03990,RP67
Retinitis pigmentosa 68,DI-04064,RP68
Retinitis pigmentosa 69,DI-04068,RP69
Retinitis pigmentosa 7,DI-00975,RP7
Retinitis pigmentosa 70,DI-04177,RP70
Retinitis pigmentosa 71,DI-04435,RP71
Retinitis pigmentosa 72,DI-04485,RP72
Retinitis pigmentosa 73,DI-04519,RP73
Retinitis pigmentosa 74,DI-04520,RP74
Retinitis pigmentosa 75,DI-04756,RP75
Retinitis pigmentosa 76,DI-04824,RP76
Retinitis pigmentosa 77,DI-04926,RP77
Retinitis pigmentosa 78,DI-04985,RP78
Retinitis pigmentosa 79,DI-04983,RP79
Retinitis pigmentosa 80,DI-05130,RP80
Retinitis pigmentosa 81,DI-05187,RP81
Retinitis pigmentosa 82 with or without situs inversus,DI-03887,RP82
Retinitis pigmentosa 83,DI-05372,RP83
Retinitis pigmentosa 84,DI-05397,RP84
Retinitis pigmentosa 85,DI-05496,RP85
Retinitis pigmentosa 86,DI-05674,RP86
Retinitis pigmentosa 87 with choroidal involvement,DI-05716,RP87
Retinitis pigmentosa 88,DI-05776,RP88
Retinitis pigmentosa 89,DI-05879,RP89
Retinitis pigmentosa 9,DI-00976,RP9
Retinitis pigmentosa 90,DI-05910,RP90
Retinitis pigmentosa and erythrocytic microcytosis,DI-04725,RPEM
Retinitis pigmentosa and sinorespiratory infections with or without deafness,DI-00997,RPDSI
Retinitis pigmentosa autosomal recessive,DI-00970,ARRP
Retinitis pigmentosa with or without skeletal anomalies,DI-05006,RPSKA
Retinitis punctata albescens,DI-01639,RPA
Retinoschisis juvenile X-linked 1,DI-02450,XLRS1
Rett syndrome,DI-00999,RTT
Rett syndrome congenital variant,DI-02790,RTTCV
Reynolds syndrome,DI-02850,REYNS
"Rh-null, amorph type",DI-05246,RHNA
Rhabdoid tumor predisposition syndrome 1,DI-02266,RTPS1
Rhabdoid tumor predisposition syndrome 2,DI-02895,RTPS2
Rhabdomyosarcoma 2,DI-02699,RMS2
"Rhabdomyosarcoma, embryonal, 1",DI-02267,RMSE1
"Rhabdomyosarcoma, embryonal, 2",DI-03929,RMSE2
Rhegmatogenous retinal detachment autosomal dominant,DI-01000,DRRD
Rheumatoid arthritis,DI-02692,RA
Rheumatoid arthritis systemic juvenile,DI-02819,RASJ
Rhizomelic chondrodysplasia punctata 1,DI-01001,RCDP1
Rhizomelic chondrodysplasia punctata 2,DI-01002,RCDP2
Rhizomelic chondrodysplasia punctata 3,DI-01003,RCDP3
Rhizomelic chondrodysplasia punctata 5,DI-04602,RCDP5
Rhizomelic limb shortening with dysmorphic features,DI-05792,RLSDF
RHYNS syndrome,DI-05440,RHYNS
Riboflavin deficiency,DI-03674,RBFVD
Ribose 5-phosphate isomerase deficiency,DI-02268,RPIAD
Richieri-Costa-Pereira syndrome,DI-04063,RCPS
Rickets vitamin D-dependent 1A,DI-02414,VDDR1A
Rickets vitamin D-dependent 1B,DI-00008,VDDR1B
Rickets vitamin D-dependent 2A,DI-02398,VDDR2A
Riddle syndrome,DI-02269,RIDL
Right atrial isomerism,DI-03896,RAI
Rigid spine muscular dystrophy 1,DI-00795,RSMD1
"Rigidity and multifocal seizure syndrome, lethal neonatal",DI-03404,RMFSL
Ring dermoid of cornea,DI-02729,RDC
Rippling muscle disease 2,DI-02270,RMD2
Ritscher-Schinzel syndrome 1,DI-04011,RTSC1
Ritscher-Schinzel syndrome 2,DI-04573,RTSC2
Roberts syndrome,DI-02272,RBS
"Robinow syndrome, autosomal dominant 1",DI-03227,DRS1
"Robinow syndrome, autosomal dominant 2",DI-04392,DRS2
"Robinow syndrome, autosomal dominant 3",DI-04701,DRS3
"Robinow syndrome, autosomal recessive 1",DI-02247,RRS1
"Robinow syndrome, autosomal recessive 2",DI-05633,RRS2
Robinow-Sorauf syndrome,DI-01004,RSS
Rod-cone dystrophy Newfoundland,DI-01005,NFRCD
Rokitansky-Kuster-Hauser syndrome,DI-02273,RKH syndrome
Rolandic epilepsy with speech dyspraxia and mental retardation X-linked,DI-02456,RESDX
Rothmund-Thomson syndrome 1,DI-05679,RTS1
Rothmund-Thomson syndrome 2,DI-02274,RTS2
Roussy-Levy syndrome,DI-02275,ROULS
Rubinstein-Taybi syndrome 1,DI-02730,RSTS1
Rubinstein-Taybi syndrome 2,DI-02976,RSTS2
Ruijs-Aalfs syndrome,DI-04313,RJALS
Sacral agenesis with vertebral anomalies,DI-04072,SAVA
Sacral defect with anterior meningocele,DI-02277,SDAM
Saethre-Chotzen syndrome,DI-01006,SCS
Salih myopathy,DI-01514,SALMY
Salla disease,DI-02278,SD
Salt and pepper developmental regression syndrome,DI-00096,SPDRS
Sandestig-Stefanova syndrome,DI-05785,SANDSTEF
Sarcoidosis 1,DI-02731,SS1
Sarcoidosis 2,DI-02732,SS2
Sarcosinemia,DI-02279,SARCOS
Saul-Wilson syndrome,DI-05354,SWILS
SC phocomelia syndrome,DI-02280,SCPS
Scalp-ear-nipple syndrome,DI-03827,SENS
Scapuloperoneal myopathy MYH7-related,DI-02281,SPMM
"Scapuloperoneal myopathy, X-linked dominant",DI-02442,SPM
Scapuloperoneal spinal muscular atrophy,DI-02689,SPSMA
Schaaf-Yang syndrome,DI-03984,SHFYNG
Schimke immuno-osseous dysplasia,DI-02282,SIOD
Schimmelpenning-Feuerstein-Mims syndrome,DI-03512,SFM
Schindler disease,DI-02283,SCHIND
Schinzel-Giedion midface retraction syndrome,DI-02836,SGMFS
Schizencephaly,DI-02284,SCHZC
Schizophrenia,DI-03626,SCZD
Schizophrenia 15,DI-03101,SCZD15
Schizophrenia 17,DI-03303,SCZD17
Schizophrenia 18,DI-03726,SCZD18
Schizophrenia 19,DI-05073,SCZD19
Schizophrenia 2,DI-02511,SCZD2
Schizophrenia 4,DI-02512,SCZD4
Schizophrenia 9,DI-02510,SCZD9
Schmid type metaphyseal chondrodysplasia,DI-02285,SMCD
Schneckenbecken dysplasia,DI-02286,SHNKND
Schopf-Schulz-Passarge syndrome,DI-02494,SSPS
Schuurs-Hoeijmakers syndrome,DI-03667,SHMS
Schwannomatosis 1,DI-02287,SWNTS1
Schwannomatosis 2,DI-04051,SWNTS2
Schwartz-Jampel syndrome,DI-02288,SJS1
"Sclerosing cholangitis, neonatal",DI-04970,NSC
Sclerosteosis 1,DI-01007,SOST1
Sclerosteosis 2,DI-03282,SOST2
Scott syndrome,DI-03017,SCTS
Sea-blue histiocyte disease,DI-02290,SBHD
Seborrhea-like dermatitis with psoriasiform elements,DI-02292,SLDP
Seckel syndrome 1,DI-01008,SCKL1
Seckel syndrome 10,DI-04892,SCKL10
Seckel syndrome 2,DI-03353,SCKL2
Seckel syndrome 4,DI-02948,SCKL4
Seckel syndrome 5,DI-03060,SCKL5
Seckel syndrome 6,DI-03484,SCKL6
Seckel syndrome 7,DI-03545,SCKL7
Seckel syndrome 8,DI-04089,SCKL8
Seckel syndrome 9,DI-04640,SCKL9
Sedoheptulokinase deficiency,DI-04872,SHPKD
Segawa syndrome autosomal recessive,DI-00410,ARSEGS
"Seizures, benign familial infantile, 2",DI-03373,BFIS2
"Seizures, benign familial infantile, 3",DI-00181,BFIS3
"Seizures, benign familial infantile, 5",DI-04807,BFIS5
"Seizures, benign familial infantile, 6",DI-05284,BFIS6
"Seizures, benign familial neonatal 1",DI-00182,BFNS1
"Seizures, benign familial neonatal 2",DI-00183,BFNS2
"Seizures, cortical blindness, and microcephaly syndrome",DI-04572,SCBMS
"Seizures, early-onset, with neurodegeneration and brain calcification",DI-05833,SENEBAC
"Seizures, scoliosis, and macrocephaly/microcephaly syndrome",DI-04595,SSMS
"Seizures, sensorineural deafness, ataxia, mental retardation, and electrolyte imbalance",DI-02543,SESAMES
Selective pituitary thyroid hormone resistance,DI-02294,PRTH
Senior-Loken syndrome 1,DI-01009,SLSN1
Senior-Loken syndrome 4,DI-01010,SLSN4
Senior-Loken syndrome 5,DI-01011,SLSN5
Senior-Loken syndrome 6,DI-01012,SLSN6
Senior-Loken syndrome 7,DI-02941,SLSN7
Senior-Loken syndrome 8,DI-04390,SLSN8
Senior-Loken syndrome 9,DI-04575,SLSN9
Sensory ataxic neuropathy dysarthria and ophthalmoparesis,DI-01014,SANDO
Septooptic dysplasia,DI-02296,SOD
Sessile serrated polyposis cancer syndrome,DI-04838,SSPCS
Severe combined immunodeficiency Athabaskan type,DI-01015,SCIDA
Severe combined immunodeficiency autosomal recessive T-cell-negative/B-cell-negative/NK-cell-negative due to adenosine deaminase deficiency,DI-01016,ADASCID
Severe combined immunodeficiency autosomal recessive T-cell-negative/B-cell-negative/NK-cell-positive,DI-01019,T(-)B(-)NK(+) SCID
Severe combined immunodeficiency autosomal recessive T-cell-negative/B-cell-negative/NK-cell-positive with sensitivity to ionizing radiation,DI-01020,RSSCID
Severe combined immunodeficiency autosomal recessive T-cell-negative/B-cell-positive/NK-cell-negative,DI-01017,T(-)B(+)NK(-) SCID
Severe combined immunodeficiency autosomal recessive T-cell-negative/B-cell-positive/NK-cell-positive,DI-01018,T(-)B(+)NK(+) SCID
Severe combined immunodeficiency due to NHEJ1 deficiency,DI-02297,NHEJ1-SCID
Severe combined immunodeficiency X-linked T-cell-negative/B-cell-positive/NK-cell-negative,DI-01022,XSCID
Shaheen syndrome,DI-03822,SHNS
Shashi-Pena syndrome,DI-04877,SHAPNS
Short QT syndrome 1,DI-01024,SQT1
Short QT syndrome 2,DI-01025,SQT2
Short QT syndrome 3,DI-01026,SQT3
"Short stature and advanced bone age, with or without early-onset osteoarthritis and/or osteochondritis dissecans",DI-02814,SSOAOD
Short stature and microcephaly with genital anomalies,DI-05717,SSMGA
Short stature with microcephaly and distinctive facies,DI-04112,SSMCF
Short stature with non-specific skeletal abnormalities,DI-04508,SNSK
"Short stature, amelogenesis imperfecta, and skeletal dysplasia with scoliosis",DI-05512,SSASKS
"Short stature, auditory canal atresia, mandibular hypoplasia, skeletal abnormalities",DI-04071,SAMS
"Short stature, brachydactyly, impaired intellectual developmental, and seizures",DI-04865,SBIDDS
"Short stature, developmental delay, and congenital heart defects",DI-04769,SDDHD
"Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies",DI-05196,SSFSC
"Short stature, hearing loss, retinitis pigmentosa, and distinctive facies",DI-05141,SHRF
"Short stature, idiopathic, X-linked",DI-01807,ISS
"Short stature, microcephaly, and endocrine dysfunction",DI-04525,SSMED
"Short stature, onychodysplasia, facial dysmorphism, and hypotrichosis",DI-03517,SOFT
"Short stature, optic nerve atrophy, and Pelger-Huet anomaly",DI-03531,SOPH
"Short stature, rhizomelic, with microcephaly, micrognathia, and developmental delay",DI-04856,SRMMD
SHORT syndrome,DI-03868,SHORTS
Short-rib thoracic dysplasia 10 with or without polydactyly,DI-04035,SRTD10
Short-rib thoracic dysplasia 11 with or without polydactyly,DI-04036,SRTD11
Short-rib thoracic dysplasia 13 with or without polydactyly,DI-04389,SRTD13
Short-rib thoracic dysplasia 14 with polydactyly,DI-04524,SRTD14
Short-rib thoracic dysplasia 15 with polydactyly,DI-04792,SRTD15
Short-rib thoracic dysplasia 16 with or without polydactyly,DI-04794,SRTD16
Short-rib thoracic dysplasia 17 with or without polydactyly,DI-04957,SRTD17
Short-rib thoracic dysplasia 18 with polydactyly,DI-05191,SRTD18
Short-rib thoracic dysplasia 19 with or without polydactyly,DI-05204,SRTD19
Short-rib thoracic dysplasia 2 with or without polydactyly,DI-01192,SRTD2
Short-rib thoracic dysplasia 20 with polydactyly,DI-05203,SRTD20
Short-rib thoracic dysplasia 3 with or without polydactyly,DI-02583,SRTD3
Short-rib thoracic dysplasia 4 with or without polydactyly,DI-03067,SRTD4
Short-rib thoracic dysplasia 5 with or without polydactyly,DI-03325,SRTD5
Short-rib thoracic dysplasia 6 with or without polydactyly,DI-03018,SRTD6
Short-rib thoracic dysplasia 7 with or without polydactyly,DI-03182,SRTD7
"Short-rib thoracic dysplasia 7/20 with polydactyly, digenic",DI-05258,SRTD7/20
Short-rib thoracic dysplasia 8 with or without polydactyly,DI-03926,SRTD8
Short-rib thoracic dysplasia 9 with or without polydactyly,DI-03475,SRTD9
Short/branched-chain acyl-CoA dehydrogenase deficiency,DI-02302,SBCADD
Shprintzen-Goldberg craniosynostosis syndrome,DI-01027,SGS
Shukla-Vernon syndrome,DI-05604,SHUVER
Shwachman-Diamond syndrome 1,DI-02303,SDS1
Shwachman-Diamond syndrome 2,DI-05230,SDS2
Sialidosis,DI-02304,SIALIDOSIS
Sialuria,DI-02305,SIALURIA
Sick sinus syndrome 1,DI-01028,SSS1
Sick sinus syndrome 2,DI-01029,SSS2
Sick sinus syndrome 3,DI-03155,SSS3
Sickle cell anemia,DI-02306,SKCA
Siddiqi syndrome,DI-05681,SIDDIS
"Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay",DI-04261,SIFD
Sifrim-Hitz-Weiss syndrome,DI-04857,SIHIWES
Silver-Russell syndrome 1,DI-02493,SRS1
Silver-Russell syndrome 3,DI-04494,SRS3
Silver-Russell syndrome 4,DI-05850,SRS4
Silver-Russell syndrome 5,DI-05851,SRS5
